date,personnel,Temp(℃),preci(mm),hum(%rh),wind(m/s),covid,covid_dead,day
2020-04-12,64507,9.9,0,58.6,3.8,8,0,일
2020-04-13,84282,12.4,0,39.4,3.1,2,0,월
2020-04-14,94347,13,0,46.8,2.4,5,0,화
2020-04-15,75822,13.2,0,39.8,2.2,2,0,수
2020-04-16,90304,16,0,39.9,2.3,2,0,목
2020-04-17,93600,12.5,6.5,77.8,2.4,1,0,금
2020-04-18,102130,13.5,0,67.9,2.6,2,0,토
2020-04-19,61823,12.3,10.3,75.8,2.7,0,0,일
2020-04-20,85063,10,0.1,73,3.3,2,0,월
2020-04-21,90078,7.4,0,49,4.4,2,0,화
2020-04-22,92040,6,0,46.8,4,0,0,수
2020-04-23,95299,7.9,0,47.8,3.7,0,0,목
2020-04-24,110137,9.9,0,55.6,3.9,1,0,금
2020-04-25,110217,13.1,0,54.4,3.9,0,0,토
2020-04-26,77648,12.3,0,43.1,3.2,0,0,일
2020-04-27,90698,12.9,0,49.8,2.8,4,0,월
2020-04-28,95479,13.9,0,50,3,0,0,화
2020-04-29,107052,14.9,0,48.6,2.6,0,0,수
2020-04-30,94550,17.1,0,57.1,2.7,1,0,목
2020-05-01,97387,20.2,0,73.6,2.7,1,0,금
2020-05-02,102340,20.3,0,79.6,2.3,2,0,토
2020-05-03,77964,21.8,0,68.8,2,0,0,일
2020-05-04,100172,20.2,0,63.9,2.7,0,0,월
2020-05-05,85380,16,0,67.9,1.9,0,0,화
2020-05-06,100452,19.4,0,50,2.1,0,0,수
2020-05-07,103157,20.7,0,32.5,2.5,0,0,목
2020-05-08,108252,19.9,2.3,32.8,2.4,12,0,금
2020-05-09,92122,14.2,24.4,94.4,3.6,14,0,토
2020-05-10,75323,14.4,1.3,88.6,2.5,21,0,일
2020-05-11,90704,16.5,3.4,61,3,12,0,월
2020-05-12,90910,14.3,0.7,69.4,2.9,11,0,화
2020-05-13,87419,16.1,0,47.3,2.8,4,1,수
2020-05-14,82041,19.3,0,35.4,2,14,1,목
2020-05-15,80932,16.1,12,81.4,3,5,0,금
2020-05-16,67356,16.7,2.5,90.3,1.6,5,0,토
2020-05-17,50634,19.1,0,80.1,1.7,1,0,일
2020-05-18,74195,19.1,29.8,79.4,2.4,6,0,월
2020-05-19,78131,13,19,73.6,3.2,10,0,화
2020-05-20,85599,14.4,0,60.4,1.9,4,0,수
2020-05-21,86532,17.4,0,56.1,2.1,2,0,목
2020-05-22,92841,18.5,0,68.5,1.9,4,0,금
2020-05-23,82801,20.1,0,66.1,2.2,6,0,토
2020-05-24,56118,17.1,14.5,84.8,2.9,6,0,일
2020-05-25,83473,16.6,0,81,2.1,9,0,월
2020-05-26,84655,16.2,1.5,81.9,2.1,19,0,화
2020-05-27,90305,17.4,0,68.5,2.6,24,0,수
2020-05-28,87619,18.7,0,62.8,1.9,20,0,목
2020-05-29,95781,20.7,0,65.6,2,9,0,금
2020-05-30,85933,22.6,0,57.3,1.9,6,0,토
2020-05-31,60468,21.2,1,63,2.3,1,0,일
2020-06-01,83603,19.7,0.4,64.3,3.4,14,0,월
2020-06-02,81682,17.9,2,71,2.2,19,0,화
2020-06-03,89828,22,0,73.3,2.4,14,0,수
2020-06-04,89803,21.9,0.2,81.1,2.7,15,0,목
2020-06-05,100147,23,0,69.4,1.8,23,0,금
2020-06-06,90019,24.6,0,63.6,2,27,0,토
2020-06-07,65101,22.7,0,69.4,2.3,21,0,일
2020-06-08,86418,25,0,63.6,2.1,19,0,월
2020-06-09,89163,26.7,0,51.6,2.3,12,0,화
2020-06-10,92070,25.8,6.2,63.8,2,21,0,수
2020-06-11,93055,26.1,0,68.3,2.2,25,0,목
2020-06-12,102862,24.7,0,68.6,1.7,29,0,금
2020-06-13,96107,26.9,0,52.8,1.9,12,0,토
2020-06-14,67756,24,1.1,70.6,2.9,7,0,일
2020-06-15,90290,23,0,62.3,2.8,12,0,월
2020-06-16,92819,24.4,0,63,2.2,13,1,화
2020-06-17,95398,24.3,0,58.6,2,25,1,수
2020-06-18,95735,23.4,0,61.4,1.6,18,0,목
2020-06-19,104954,24.7,0.1,61.4,2.1,14,0,금
2020-06-20,99034,24.9,0,62.6,2.1,17,0,토
2020-06-21,67994,26.1,0,59.5,2,5,0,일
2020-06-22,90607,28.6,0,50.5,2,6,0,월
2020-06-23,93975,27.3,0,53.5,1.9,11,0,화
2020-06-24,89043,22.3,37.6,83.5,2.7,9,1,수
2020-06-25,95022,21.6,13.3,91,2.2,17,0,목
2020-06-26,110564,21.8,2.1,82.1,3.2,17,0,금
2020-06-27,108770,24.1,0,70.4,2,14,0,토
2020-06-28,78023,25.2,0,70.5,2.4,7,0,일
2020-06-29,93241,23.8,11.9,77,2.4,7,0,월
2020-06-30,94005,20.1,64.7,83,4,9,0,화
2020-07-01,101955,21.1,0,79.3,1.9,13,0,수
2020-07-02,103759,24.2,0,74.5,1.9,12,0,목
2020-07-03,116882,25.5,0.1,63.5,2.6,7,1,금
2020-07-04,114774,24.2,1.6,63.9,2.1,16,0,토
2020-07-05,80080,23.8,0,68.6,1.9,3,0,일
2020-07-06,99292,25.6,0,66.6,2.1,3,0,월
2020-07-07,100628,24.1,0,75.5,2.5,10,1,화
2020-07-08,103624,25.5,0,71.9,2,8,0,수
2020-07-09,103655,27.5,0,64.6,1.7,8,0,목
2020-07-10,112493,24.5,2.2,75,2.8,8,0,금
2020-07-11,117550,25.8,0,62.6,2.6,7,0,토
2020-07-12,81925,23.5,2.9,71.9,2.4,13,0,일
2020-07-13,91894,18.7,47.6,94.8,4,7,0,월
2020-07-14,100765,20.3,11.5,79.4,2.8,6,0,화
2020-07-15,109897,23.4,0,63.1,2,7,0,수
2020-07-16,108433,25,0,70.9,1.8,9,0,목
2020-07-17,119168,26,0,72,1.9,6,0,금
2020-07-18,121989,26.1,0,71.6,1.6,10,1,토
2020-07-19,72062,24,29.1,81.6,2.7,3,0,일
2020-07-20,99037,23.8,3.6,86.3,3.7,21,0,월
2020-07-21,108204,25,0,77,1.6,16,1,화
2020-07-22,104278,23.7,11.5,89.3,1.6,12,0,수
2020-07-23,100520,21.1,103.1,95.5,3.6,21,0,목
2020-07-24,113633,22.5,2.9,74.3,4.6,11,0,금
2020-07-25,118817,24.3,0,69.3,3.1,7,0,토
2020-07-26,84346,25.4,0,69.3,2,9,0,일
2020-07-27,98233,24.3,2.2,86.4,2.2,6,0,월
2020-07-28,103741,24.4,0.4,84.8,2,9,0,화
2020-07-29,103099,23.7,50.1,95.8,2,3,0,수
2020-07-30,109453,25.3,0.1,85.5,2.1,8,0,목
2020-07-31,122245,26.2,1.5,81.9,2,2,0,금
2020-08-01,104168,25.3,39.1,90.9,1.7,5,0,토
2020-08-02,68404,24.9,31.4,96.3,2.3,5,0,일
2020-08-03,91539,25,102.6,96.3,3,9,0,월
2020-08-04,100759,27,3.9,89.3,3.5,6,1,화
2020-08-05,103749,26.5,18.5,92.1,1.9,9,0,수
2020-08-06,110882,24.1,75.7,92.8,3.3,9,1,목
2020-08-07,127172,24.3,0,85.3,1.8,17,0,금
2020-08-08,123228,24.2,19.1,89.5,2.3,13,0,토
2020-08-09,69979,24.9,50.3,95.4,2.6,13,0,일
2020-08-10,100640,26.5,44.6,91.6,2,6,0,월
2020-08-11,106354,24.6,97,92.5,2.2,15,0,화
2020-08-12,116846,27.2,0,83.9,1.9,26,0,수
2020-08-13,116150,28,0,82.4,2.5,32,0,목
2020-08-14,123728,27.1,0.4,86.1,3.5,74,0,금
2020-08-15,102754,26.1,69,96,1.9,146,0,토
2020-08-16,85888,27.4,0,82.6,3,90,0,일
2020-08-17,79516,28.2,0,77.9,2.3,132,1,월
2020-08-18,92822,27.5,0,76.3,1.6,151,0,화
2020-08-19,86938,27.1,0,76.8,2,135,1,수
2020-08-20,81050,27.7,0,76,1.7,126,1,목
2020-08-21,82264,26.6,2.5,83.1,1.6,129,0,금
2020-08-22,58374,24.3,42.6,87.4,2.1,140,0,토
2020-08-23,44481,25.3,0,78.4,1.9,97,0,일
2020-08-24,72571,27.8,0,71.6,2.2,135,0,월
2020-08-25,74766,29.9,0,69.5,2.1,111,1,화
2020-08-26,71400,30.2,0.6,68.3,3.4,154,0,수
2020-08-27,64437,27.1,8.7,84.6,3.6,146,2,목
2020-08-28,75004,27.3,13.6,89.1,1.6,125,1,금
2020-08-29,52330,26.8,13.6,90.1,1.3,116,2,토
2020-08-30,34643,26.8,42.5,88.8,2.1,94,1,일
2020-08-31,60756,26.4,0,77.9,2.8,94,0,월
2020-09-01,59941,26.6,0,72.4,1.9,101,1,화
2020-09-02,56392,24.3,33.3,91.3,2.3,69,0,수
2020-09-03,58331,22.7,29.8,82,4.8,68,0,목
2020-09-04,68720,23.3,0,63.9,2.7,51,1,금
2020-09-05,53105,23.3,0,66.6,2,63,1,토
2020-09-06,37124,21.7,6.4,80,2.7,48,2,일
2020-09-07,56170,19.2,61,93.5,4.2,67,4,월
2020-09-08,67227,23.4,0,71.5,4.2,49,0,화
2020-09-09,65703,21.1,1.3,83.4,2.1,48,0,수
2020-09-10,69420,22.8,3.9,75.8,2,63,2,목
2020-09-11,75484,22.4,1.2,72.6,2.8,50,1,금
2020-09-12,63163,20.2,5.7,83.8,2,31,2,토
2020-09-13,50425,21.5,0,70.4,1.9,41,3,일
2020-09-14,74228,21.3,0,79.3,1.8,32,2,월
2020-09-15,78897,23,0,76.4,1.6,51,0,화
2020-09-16,79371,22.5,0.3,79.9,1.9,64,1,수
2020-09-17,83227,21.3,0,70.3,2.1,46,3,목
2020-09-18,95077,21.5,0,62,2.8,40,0,금
2020-09-19,90750,21.2,0.3,59.3,2.2,28,1,토
2020-09-20,64770,19.7,0,57.6,2,23,1,일
2020-09-21,82785,19.1,0,56.1,1.7,21,1,월
2020-09-22,85477,20.2,0,55.3,2.8,40,0,화
2020-09-23,87856,19.2,0,59.9,3.3,39,1,수
2020-09-24,89788,20.6,0,59.6,3.7,57,2,목
2020-09-25,102667,20.1,0,64.1,2.5,26,1,금
2020-09-26,98959,19.3,0,62.5,2.4,34,0,토
2020-09-27,71467,20.4,0,63.3,2,19,1,일
2020-09-28,88995,20.7,0,66,2,11,0,월
2020-09-29,96164,19.6,0,67.6,1.9,51,2,화
2020-09-30,55691,19.6,38.3,78,1.7,30,1,수
2020-10-01,37311,18.8,0,74.9,2.1,11,0,목
2020-10-02,62336,19.2,0,79.6,2.3,26,2,금
2020-10-03,80317,19.9,0,72.5,1.6,16,1,토
2020-10-04,66225,16.6,0,65.1,2.8,19,1,일
2020-10-05,87664,13.3,0,57.3,2.5,15,0,월
2020-10-06,91581,14.2,0,55.9,2,33,0,화
2020-10-07,93281,16,0,48.9,1.9,20,1,수
2020-10-08,104007,17.2,0,53,3.1,22,0,목
2020-10-09,100080,17.2,0,53.4,3,25,1,금
2020-10-10,102133,16.9,0,60.1,2,23,1,토
2020-10-11,72597,16.9,0,68.5,1.8,31,0,일
2020-10-12,90328,16.2,0,68.6,2.2,20,1,월
2020-10-13,93986,13.6,0,52.3,2.2,23,1,화
2020-10-14,97177,12.8,0,47,2.4,25,0,수
2020-10-15,98761,11.7,0,41.8,1.5,18,1,목
2020-10-16,111052,11.8,0,64.3,1.5,18,1,금
2020-10-17,117111,13.1,0,64.3,1.8,20,1,토
2020-10-18,79168,13.6,0,65.5,2,14,0,일
2020-10-19,91192,15.1,0,74.4,1.7,11,0,월
2020-10-20,95658,15.2,0,67.1,1.6,17,2,화
2020-10-21,96905,14.1,0,69.4,1.9,18,3,수
2020-10-22,102220,13.5,0,66,2.8,20,0,목
2020-10-23,121800,8.6,0,51.5,3,22,0,금
2020-10-24,132171,8.7,0,47.6,2.5,17,0,토
2020-10-25,93581,11.8,0,62.5,1.7,20,0,일
2020-10-26,98385,12.9,0,71.6,1.6,24,2,월
2020-10-27,99706,14,0,74.1,1.8,25,1,화
2020-10-28,104233,13.8,0,52.1,2.5,36,1,수
2020-10-29,105207,10.8,0,40.3,2,47,0,목
2020-10-30,123010,11.9,0,42.9,1.5,52,0,금
2020-10-31,128266,13.6,0,60.3,2.6,45,0,토
2020-11-01,79017,13.7,13.6,84.3,2.3,25,0,일
2020-11-02,97239,10.8,1.7,58.3,2.3,22,0,월
2020-11-03,102829,5.1,0.5,47.5,3.5,42,0,화
2020-11-04,104811,4.9,0,43.9,2.3,50,0,수
2020-11-05,107481,9.6,0,61.5,1.8,40,0,목
2020-11-06,120748,13.5,0,63.3,1.7,37,0,금
2020-11-07,131014,14.6,0.1,68.8,2.7,54,0,토
2020-11-08,94446,8.5,0,43.8,3.1,46,0,일
2020-11-09,97784,5.5,0,40.9,1.8,35,1,월
2020-11-10,103852,7.7,0,56.1,2.2,45,0,화
2020-11-11,109043,9.3,0,53.5,1.6,53,0,수
2020-11-12,108257,10.4,0,56.9,1.7,74,0,목
2020-11-13,122925,12.2,0,71.5,1.6,69,1,금
2020-11-14,130929,12.5,0,66.9,1.7,85,1,토
2020-11-15,89817,11.1,0,75,1.7,80,0,일
2020-11-16,96880,12.4,0,70.1,1.6,90,1,월
2020-11-17,99065,15.9,0.1,67.5,2.3,92,0,화
2020-11-18,96141,16.6,12.2,91.4,2.6,109,1,수
2020-11-19,90852,13.6,86.9,90.5,4.2,132,1,목
2020-11-20,111177,2.8,0,74.3,3.2,156,1,금
2020-11-21,103702,6.5,0.2,67.9,2.1,121,0,토
2020-11-22,70577,5.6,4.8,80.5,2.5,112,1,일
2020-11-23,88893,1.7,0,61.4,2.3,133,1,월
2020-11-24,83630,2.9,0,54.5,1.8,142,0,화
2020-11-25,82423,4.6,0,64.1,1.5,212,1,수
2020-11-26,79467,5.6,0,66.5,1.7,204,0,목
2020-11-27,84131,4.1,0,61.6,2.7,178,3,금
2020-11-28,66292,-0.1,0,50,2.8,158,1,토
2020-11-29,45790,-0.6,0,59.6,2.2,159,1,일
2020-11-30,73069,-0.2,0,57.8,1.9,155,0,월
2020-12-01,74687,1.1,0,44.5,1.9,193,0,화
2020-12-02,76010,2.4,0,41.4,1.8,262,2,수
2020-12-03,76126,0.7,0,47.1,2.7,295,2,목
2020-12-04,82669,-0.6,0,53.8,1.8,235,3,금
2020-12-05,66536,2.1,0,63.1,1.7,254,1,토
2020-12-06,47083,4.5,0,66.9,1.8,244,1,일
2020-12-07,70834,3.4,0,57.5,2.6,211,2,월
2020-12-08,70661,-0.5,0,50,2,262,1,화
2020-12-09,70113,1.5,0,55.1,1.5,249,0,수
2020-12-10,71318,5.8,0,69.9,1.7,252,1,목
2020-12-11,76238,5.3,0,77.1,1.8,362,3,금
2020-12-12,56307,2.3,0,51.3,2.1,399,0,토
2020-12-13,36402,-1.1,2.9,74.9,2.9,219,3,일
2020-12-14,62400,-7.7,0,49.1,3.4,251,3,월
2020-12-15,62936,-8.3,0,43,2.8,378,5,화
2020-12-16,62816,-8.3,0,43.9,2.6,422,5,수
2020-12-17,63978,-4.9,0,47,1.7,398,1,목
2020-12-18,70012,-2.1,0.2,57,3,380,2,금
2020-12-19,52761,-5.1,0,45.1,2.4,472,2,토
2020-12-20,37187,-3.7,0,50.4,2,327,6,일
2020-12-21,65017,-1,0,64.1,1.6,316,8,월
2020-12-22,67555,2,0,67.6,2,375,1,화
2020-12-23,68931,4.5,0,76.6,2.3,319,2,수
2020-12-24,75577,2.6,0,61.5,2.9,552,1,목
2020-12-25,46977,-0.8,0,51.9,2.1,465,7,금
2020-12-26,45087,2.2,0,65.8,1.8,362,2,토
2020-12-27,34064,5.8,0,62.9,1.8,299,2,일
2020-12-28,62643,6.7,1.3,72.1,1.4,520,8,월
2020-12-29,64055,0.1,0.2,70.8,2.9,387,5,화
2020-12-30,64308,-10.9,0,55.5,4.1,366,5,수
2020-12-31,64617,-8.9,0,53.9,2.4,357,5,목
2021-01-01,29671,-4.2,0,64,2,250,4,금
2021-01-02,45163,-5,0,38.5,2.6,198,3,토
2021-01-03,34562,-5.6,0,45,2,329,4,일
2021-01-04,65646,-3.5,0,51.4,1.7,199,11,월
2021-01-05,65962,-5.5,0,52.8,2.9,263,3,화
2021-01-06,68834,-7.4,2.3,54.6,2.4,297,6,수
2021-01-07,66239,-14.5,0,49.9,4.1,191,10,목
2021-01-08,71586,-14.9,0,44,3.3,188,0,금
2021-01-09,57464,-12.2,0,46.3,2.6,187,7,토
2021-01-10,41013,-7.7,0,54.4,1.3,141,8,일
2021-01-11,67434,-6.7,0,62.1,1.9,167,10,월
2021-01-12,71707,-3.9,2.6,79.5,1.8,152,2,화
2021-01-13,74055,2,0,80.3,2.4,134,2,수
2021-01-14,74544,1.7,0,46.5,2.3,127,2,목
2021-01-15,80030,4.5,0.2,67.4,3,156,8,금
2021-01-16,71219,-4.9,0,59.3,3.3,145,3,토
2021-01-17,48135,-5.5,0,58.5,2.3,132,6,일
2021-01-18,75310,-3.8,0.3,64.3,3.2,101,6,월
2021-01-19,76051,-6.3,0,37.9,1.8,143,2,화
2021-01-20,82631,-0.1,0,37.8,2.2,125,6,수
2021-01-21,78598,4.5,9.2,64.4,2.3,115,5,목
2021-01-22,86708,5.5,0.1,92.9,1.7,127,4,금
2021-01-23,85967,7.6,0,66,4.2,133,3,토
2021-01-24,62744,7.3,0,63.9,2.1,101,4,일
2021-01-25,82190,7.9,0,62,1.9,104,3,월
2021-01-26,81328,5.3,1.7,80.4,1.9,129,3,화
2021-01-27,88842,1.7,0,47.6,2.2,105,4,수
2021-01-28,82018,-2.6,2,52.3,4,112,6,목
2021-01-29,87817,-8.8,0,40,3.5,152,6,금
2021-01-30,90673,-1.6,0.5,60,2.5,99,1,토
2021-01-31,65526,3.2,0,57,2,107,1,일
2021-02-01,84283,5,0.7,74.5,2.7,128,1,월
2021-02-02,85202,-5.6,0,44.1,3.9,188,1,화
2021-02-03,89779,-3.2,3.4,64.6,2.2,172,2,수
2021-02-04,89109,-3.6,0.1,50.1,2.5,126,3,목
2021-02-05,98895,1.4,0,71.8,2.4,143,1,금
2021-02-06,96615,6.8,0,80.4,2.2,144,5,토
2021-02-07,70923,3.6,0,67,2.9,112,1,일
2021-02-08,89885,-3.1,0,43.6,3.4,90,2,월
2021-02-09,94034,-0.9,0,51.9,2,175,2,화
2021-02-10,96015,3.4,0,75.1,2.1,183,4,수
2021-02-11,55918,5.5,0,71.5,1.3,158,4,목
2021-02-12,37255,6.5,0,60.6,1.7,136,1,금
2021-02-13,74469,7.6,0,50.6,1.5,152,3,토
2021-02-14,70362,9.5,0,47.6,1.7,150,1,일
2021-02-15,91330,1.2,1.4,65.1,4,161,3,월
2021-02-16,93168,-5.1,1.5,57.9,3.2,258,1,화
2021-02-17,95493,-8.3,0,44.1,5,185,2,수
2021-02-18,98920,-5.8,0,44.9,3.1,180,2,목
2021-02-19,109155,1.6,0,66.9,2.9,122,1,금
2021-02-20,112316,8.8,0,60.4,2.1,130,0,토
2021-02-21,83599,10.8,0,66.6,2.8,106,4,일
2021-02-22,97682,7.8,0,58.3,2.9,125,2,월
2021-02-23,97790,0,0,34,2.9,144,1,화
2021-02-24,100987,2.9,0,33,1.8,122,1,수
2021-02-25,103183,4.2,0,35.1,1.4,131,2,목
2021-02-26,113003,8.2,0,35,2.3,131,3,금
2021-02-27,116152,9.5,0,48.6,3.4,120,2,토
2021-02-28,95432,7.8,0,49,2.1,92,1,일
2021-03-01,57386,4.7,67.5,91,3.5,122,0,월
2021-03-02,88656,2.3,0.1,75.9,1.9,119,4,화
2021-03-03,91965,4.4,0,64.4,1.8,118,3,수
2021-03-04,92161,7.2,0,62.4,1.9,129,3,목
2021-03-05,109967,9,0,70.3,2.1,128,2,금
2021-03-06,119868,6.6,0,69.5,3.3,132,1,토
2021-03-07,84660,6.2,0,62.9,2.8,100,2,일
2021-03-08,90826,7,0,60.3,1.8,102,0,월
2021-03-09,92807,6.6,0,58.5,2.2,138,2,화
2021-03-10,96469,8.8,0,61.8,1.8,138,1,수
2021-03-11,96554,10.2,0,50.8,1.8,140,1,목
2021-03-12,109558,10.5,0,57,2.2,140,3,금
2021-03-13,123614,9.2,0,62.8,2.2,112,1,토
2021-03-14,87290,9.1,0,71.4,2.2,109,3,일
2021-03-15,90980,10.6,1.7,68.8,2.4,79,2,월
2021-03-16,91936,8.4,1.3,52.5,3.2,120,3,화
2021-03-17,97365,8.8,0,44.9,1.8,124,0,수
2021-03-18,97492,11.7,0,50.1,1.8,146,1,목
2021-03-19,114368,15.3,0,47.9,2.2,115,0,금
2021-03-20,111922,9.9,5.1,74.6,2.2,125,1,토
2021-03-21,89852,5.8,0.3,65.9,4,109,1,일
2021-03-22,90418,6.2,0,55.3,3.2,97,0,월
2021-03-23,94552,9.1,0,63.5,2.5,137,2,화
2021-03-24,96072,10.8,0,61.5,2.4,127,1,수
2021-03-25,99346,11.9,0,68.5,2.2,121,2,목
2021-03-26,114785,12.6,0,58.4,1.4,127,2,금
2021-03-27,104766,12.1,25.5,70.9,2.5,138,1,토
2021-03-28,77059,9,9.2,95.8,3.3,107,0,일
2021-03-29,89107,10.2,0.2,62.3,3.3,145,1,월
2021-03-30,93633,10.8,0,47.3,2.2,158,0,화
2021-03-31,97590,14.5,0,41,1.8,199,1,수
2021-04-01,99499,17.7,0,33,3.5,166,1,목
2021-04-02,113292,17.8,0,35.6,3.2,155,1,금
2021-04-03,93019,14.9,56.2,80.8,3.1,149,2,토
2021-04-04,83924,11.9,0.6,65.8,3.2,152,0,일
2021-04-05,92232,11.9,0,47.9,2.4,147,0,월
2021-04-06,95465,13.9,0,50.9,2.5,198,2,화
2021-04-07,97166,14.1,0,47.5,2.5,244,0,수
2021-04-08,97400,13,0,34,2.7,215,3,목
2021-04-09,110232,13.6,0,39.3,2.7,201,0,금
2021-04-10,115092,12.6,0,50,2.6,214,0,토
2021-04-11,80698,15,0,45.4,1.7,162,1,일
2021-04-12,82167,13.8,22,70.4,2.4,158,2,월
2021-04-13,89952,10.4,8,74,3.7,247,1,화
2021-04-14,93880,8.4,0,58.5,2.9,217,2,수
2021-04-15,94689,11.6,0,62.3,2.1,216,2,목
2021-04-16,102205,11.3,0.7,60,2.6,217,1,금
2021-04-17,105312,9.6,0,56.6,2.6,204,0,토
2021-04-18,74406,9.9,0,64.3,3.2,137,0,일
2021-04-19,85928,12.2,0,65.3,2.4,148,0,월
2021-04-20,88399,14.8,0,55.1,1.9,218,0,화
2021-04-21,91045,19.1,0,43.1,1.8,230,0,수
2021-04-22,93816,20.9,0,37.9,2.5,204,1,목
2021-04-23,107714,19,0,41.4,3.2,253,0,금
2021-04-24,111062,18.3,0,43,2.7,175,0,토
2021-04-25,77649,18.2,0,50,2.7,154,1,일
2021-04-26,90342,16.2,0,51.8,2.6,116,0,월
2021-04-27,93981,15.4,1.7,62.4,2.3,257,0,화
2021-04-28,97840,14.5,4.7,64.1,2.4,227,2,수
2021-04-29,101350,14.6,3.9,54.1,2.3,227,1,목
2021-04-30,113976,11.3,26.3,81.8,2.4,195,2,금
2021-05-01,117384,10.2,8,80.8,2.7,182,1,토
2021-05-02,91593,12.4,1.7,67.9,3.1,126,0,일
2021-05-03,97487,14.1,0,56.4,2.1,184,1,월
2021-05-04,98842,13.8,19.6,82.6,2.1,238,0,화
2021-05-05,112970,13.9,0.1,64.4,3.5,212,1,수
2021-05-06,105732,15.7,0,46.4,2.4,179,4,목
2021-05-07,112904,14.4,8.8,60.3,3.4,242,2,금
2021-05-08,98318,14.3,0,66.1,3.4,195,3,토
2021-05-09,89788,15.7,0,51.3,3.5,141,0,일
2021-05-10,89054,13.2,0,67.9,1.8,163,2,월
2021-05-11,100296,18.5,0,48.9,2.7,222,2,화
2021-05-12,102192,22,0,39.5,2.2,227,2,수
2021-05-13,103405,22.9,0,54.4,1.9,231,0,목
2021-05-14,119299,24.1,0,60.3,1.7,254,0,금
2021-05-15,116946,22.1,15,79.5,1.7,213,3,토
2021-05-16,70411,18.4,66.9,97.6,2.5,195,1,일
2021-05-17,91149,15.3,3.1,93,1.6,172,0,월
2021-05-18,109735,17.9,0,70.5,1.7,249,2,화
2021-05-19,113134,19.9,0,52.3,1.8,242,1,수
2021-05-20,97030,18.7,0.9,59.8,2.5,172,4,목
2021-05-21,110895,16,6.9,86.5,1.7,208,1,금
2021-05-22,124823,18.6,0.2,69.3,2.5,181,0,토
2021-05-23,87248,19.5,0,64.4,1.7,139,0,일
2021-05-24,94093,19.4,0,61,2.7,138,0,월
2021-05-25,93833,15.3,8.3,72.3,3.2,261,1,화
2021-05-26,99370,18,0,58.5,2.9,218,1,수
2021-05-27,95156,15.8,8.9,83,2.8,214,3,목
2021-05-28,109666,15.3,12.3,86,2.6,194,1,금
2021-05-29,119308,15.4,0.3,79.8,2.2,160,2,토
2021-05-30,87609,18.4,18.1,73,2.1,130,0,일
2021-05-31,88471,19.9,4,78.9,1.8,147,3,월
2021-06-01,92680,20.2,3.2,74.6,2.2,258,1,화
2021-06-02,95516,23.2,0,64.4,2.1,215,3,수
2021-06-03,90213,19.1,18.1,80.8,1.8,206,1,목
2021-06-04,112660,18.5,0,69.4,2.9,277,0,금
2021-06-05,122618,20.8,0,68.1,3.3,179,1,토
2021-06-06,86132,23,0,69.6,2.2,159,0,일
2021-06-07,90627,21.1,0,71.5,1.7,139,1,월
2021-06-08,95614,23.6,0.1,69.6,1.7,183,1,화
2021-06-09,96889,25.8,0,59.1,1.6,212,0,수
2021-06-10,98349,24.9,6.1,68.5,2.2,204,0,목
2021-06-11,106475,21.5,4.6,84.5,2.8,208,0,금
2021-06-12,117980,24.2,0,74.6,1.8,176,2,토
2021-06-13,81412,24.8,0,72.6,2,122,0,일
2021-06-14,95043,24.8,0,68.8,2.1,131,1,월
2021-06-15,95488,22.5,1.9,79.1,2.3,201,1,화
2021-06-16,103176,24.3,0,59.9,3.6,201,1,수
2021-06-17,105649,21.9,0,71.4,2.4,200,1,목
2021-06-18,114439,20,6.3,92.1,2.5,197,1,금
2021-06-19,126954,22.3,0,74,1.8,165,1,토
2021-06-20,89148,22.9,0,73.3,2.8,134,1,일
2021-06-21,104635,23.6,0,67,2.2,131,1,월
2021-06-22,105390,22.8,0,67.9,2.1,236,1,화
2021-06-23,105999,22.4,7.5,70.5,2.4,252,0,수
2021-06-24,111927,23,0,71.1,1.9,269,1,목
2021-06-25,121377,24.1,0,69,2,263,1,금
2021-06-26,122300,22.8,4.5,78.5,1.8,242,0,토
2021-06-27,90756,24.5,38.2,72.1,2,185,1,일
2021-06-28,98755,23.7,0.1,76.4,1.9,205,0,월
2021-06-29,102300,23.9,8,78.6,1.8,375,0,화
2021-06-30,98606,24.3,6,77.9,1.3,333,1,수
2021-07-01,97744,26.3,0,70.9,1.8,346,1,목
2021-07-02,105025,27.1,0,64.1,2.3,359,1,금
2021-07-03,90517,22.6,60,80,3.6,289,0,토
2021-07-04,60798,21.4,21.4,96.8,2.3,307,1,일
2021-07-05,92238,23.3,0,80.3,1.4,320,1,월
2021-07-06,97270,25.3,0,73.4,1.6,582,0,화
2021-07-07,90480,26.4,12.7,78.5,1.5,550,0,수
2021-07-08,84705,26,2.9,81.6,2,503,1,목
2021-07-09,87663,25.5,0,77.3,1.9,509,2,금
2021-07-10,73936,25.9,0.5,80.4,2.4,509,2,토
2021-07-11,51983,25.7,0.4,86.8,2.2,403,0,일
2021-07-12,74436,28.1,0,75.1,1.6,417,0,월
2021-07-13,73975,28.8,0,76.1,1.7,637,1,화
2021-07-14,76061,29.7,0,71.4,2.2,519,1,수
