date,personnel,Temp(℃),preci(mm),hum(%rh),wind(m/s),covid,covid_dead,day
2019-01-01,132123,-5,0,49.5,2.1,0,0,화
2019-01-02,159168,-4.9,0,42.8,1.7,0,0,수
2019-01-03,162184,-3.5,0,38.8,1.4,0,0,목
2019-01-04,186827,-1.1,0,55.5,1.2,0,0,금
2019-01-05,198972,-2.8,0,40.3,2.2,0,0,토
2019-01-06,141065,-2.8,0,35,1.2,0,0,일
2019-01-07,150444,-1.9,0,46.4,1.4,0,0,월
2019-01-08,154978,-3.5,0,31,2.6,0,0,화
2019-01-09,151296,-4.7,0,28.8,1.3,0,0,수
2019-01-10,157911,-0.6,0,48.8,1.3,0,0,목
2019-01-11,178568,2.4,0,58.8,1,0,0,금
2019-01-12,202188,2.8,0,47.6,1.3,0,0,토
2019-01-13,145713,1.2,0,54.3,1.4,0,0,일
2019-01-14,145755,1.4,0,68.6,0.9,0,0,월
2019-01-15,151218,-1.7,0,58.8,2.7,0,0,화
2019-01-16,157816,-5.2,0,45.9,2.3,0,0,수
2019-01-17,161670,-0.3,0,45.8,1.7,0,0,목
2019-01-18,180145,0.6,0,44,1.3,0,0,금
2019-01-19,200074,3.6,0,59.8,1.2,0,0,토
2019-01-20,147279,-1.4,0,38.5,3.2,0,0,일
2019-01-21,146738,-1.2,0,57.8,1.6,0,0,월
2019-01-22,155576,1.7,0,62,1.7,0,0,화
2019-01-23,161868,2,0,48.9,2.3,0,0,수
2019-01-24,167574,0.1,0,34.9,1.7,0,0,목
2019-01-25,191853,-1.2,0,27.6,2.6,0,0,금
2019-01-26,215695,-2.5,0,30.9,2.4,0,0,토
2019-01-27,158181,-0.1,0,52.5,1.7,0,0,일
2019-01-28,157253,1.2,0,40.4,3.1,0,0,월
2019-01-29,155757,-0.2,0,35.5,1.5,0,0,화
2019-01-30,155955,1.8,0,54.6,1.5,0,0,수
2019-01-31,153972,-2,0,29,2.9,0,0,목
2019-02-01,166328,-2.1,0.3,47.6,1.7,0,0,금
2019-02-02,157731,1.4,0,60,1,0,0,토
2019-02-03,102393,3.3,16,92.9,1.7,0,0,일
2019-02-04,88185,-0.6,0,40.4,2.1,0,0,월
2019-02-05,74787,2.8,0,37.1,1,0,0,화
2019-02-06,126950,5.1,0,54.9,1.3,0,0,수
2019-02-07,166832,-2.1,0.5,45.5,3.5,0,0,목
2019-02-08,186799,-6.1,0,31.5,2.3,0,0,금
2019-02-09,215763,-5.4,0,30,2.7,0,0,토
2019-02-10,158126,-5,0,31.3,1.7,0,0,일
2019-02-11,160246,-3,0,34.9,2.3,0,0,월
2019-02-12,165766,-0.6,0,35.5,1.9,0,0,화
2019-02-13,173814,-2.1,0,26.6,2.4,0,0,수
2019-02-14,176608,-0.5,0,24.3,1.4,0,0,목
2019-02-15,188254,-0.8,2.2,72.8,1.9,0,0,금
2019-02-16,219754,-2.7,0.2,59,2.6,0,0,토
2019-02-17,162482,-1.8,0,47.4,1.9,0,0,일
2019-02-18,166013,0.9,0,43.5,1.3,0,0,월
2019-02-19,157891,1.4,4.6,80.8,1.4,0,0,화
2019-02-20,167330,1.7,0,67.8,2.1,0,0,수
2019-02-21,170486,2.4,0,59.4,1.5,0,0,목
2019-02-22,196932,4,0,56.1,1.5,0,0,금
2019-02-23,217877,6.8,0,41,1.1,0,0,토
2019-02-24,165440,6.3,0,45,1.8,0,0,일
2019-02-25,168073,4.7,0,55.8,2.3,0,0,월
2019-02-26,170810,5.2,0,32.8,1.6,0,0,화
2019-02-27,172625,7.8,0,31.3,1.6,0,0,수
2019-02-28,189147,6.6,0,39.5,2,0,0,목
2019-03-01,203273,6.6,0,42.3,2.1,0,0,금
2019-03-02,199101,7.8,0,37.6,1.1,0,0,토
2019-03-03,142391,9.4,0,36.4,1.5,0,0,일
2019-03-04,147654,9.9,0,46.1,1.9,0,0,월
2019-03-05,149871,8.4,0,66.3,2,0,0,화
2019-03-06,157519,8.4,0,55,2,0,0,수
2019-03-07,168435,7,0,51.1,2.2,0,0,목
2019-03-08,196599,6.1,0,39.4,1.9,0,0,금
2019-03-09,229141,7.2,0,31.8,1.3,0,0,토
2019-03-10,157772,10.1,0,26.4,1.2,0,0,일
2019-03-11,154020,6.6,0,61,1.8,0,0,월
2019-03-12,157745,3.9,0,55.1,2.7,0,0,화
2019-03-13,163573,3.5,0,38.5,3.3,0,0,수
2019-03-14,167692,5,0,45.3,1.9,0,0,목
2019-03-15,184658,5.5,3.5,72.8,1.6,0,0,금
2019-03-16,223084,4.3,0,69.9,1.8,0,0,토
2019-03-17,157626,6.3,0,55.4,2,0,0,일
2019-03-18,155902,7.1,0,43.8,1.4,0,0,월
2019-03-19,157614,10,0,52,1.4,0,0,화
2019-03-20,152483,10.3,16.5,79,1.4,0,0,수
2019-03-21,164995,7.1,3.3,77.4,2.9,0,0,목
2019-03-22,194088,3.3,0,40.9,2.8,0,0,금
2019-03-23,210799,3.3,1.7,46.9,2.4,0,0,토
2019-03-24,157642,4.3,0,45.4,2.3,0,0,일
2019-03-25,151682,7.3,0,56.1,2,0,0,월
2019-03-26,159644,11.4,0,51.1,2,0,0,화
2019-03-27,160854,11.6,0,66.4,3,0,0,수
2019-03-28,165132,9.4,0,49.9,2.6,0,0,목
2019-03-29,192859,9.2,0,33.1,2.1,0,0,금
2019-03-30,201490,5.2,1.8,72,2.9,0,0,토
2019-03-31,150970,4.4,0,46,3.2,0,0,일
2019-04-01,151737,5.5,0,39.8,2.5,0,0,월
2019-04-02,155645,6.7,0,36.9,2.2,0,0,화
2019-04-03,159705,7.6,0,36.1,2.3,0,0,수
2019-04-04,167109,9.2,0,43,2.5,0,0,목
2019-04-05,193119,11.4,0,41,2.9,0,0,금
2019-04-06,204497,9.3,0.8,39.9,1.1,0,0,토
2019-04-07,153358,12.6,0,43.1,1.7,0,0,일
2019-04-08,148902,11.6,0,25.6,2.5,0,0,월
2019-04-09,146244,9.2,17.4,49.1,2.4,0,0,화
2019-04-10,153483,7.1,5.6,78.4,1.8,0,0,수
2019-04-11,161964,9.5,0,58,1.9,0,0,목
2019-04-12,189141,11.4,0,48.5,2.2,0,0,금
2019-04-13,211936,11.8,0,34,1.8,0,0,토
2019-04-14,137723,9.6,1.7,45.5,2.2,0,0,일
2019-04-15,152356,11.6,0,30.9,1.8,0,0,월
2019-04-16,153397,14.9,0,26.3,1.6,0,0,화
2019-04-17,155363,15.3,0,37.5,1.9,0,0,수
2019-04-18,154073,12.6,0,74.4,2,0,0,목
2019-04-19,177106,13.8,0,57.5,1.6,0,0,금
2019-04-20,198497,14.3,1.2,66.9,1.9,0,0,토
2019-04-21,134556,14.8,0.3,77.8,1.9,0,0,일
2019-04-22,144793,19.3,0,50.6,1.4,0,0,월
2019-04-23,144985,20.4,0,52,1.3,0,0,화
2019-04-24,151015,19.5,4.1,70.4,1.6,0,0,수
2019-04-25,153017,13.2,11.3,75.9,2,0,0,목
2019-04-26,191480,8.4,4.9,82.1,1.5,0,0,금
2019-04-27,222013,11.6,0,52.6,1.7,0,0,토
2019-04-28,159887,12.9,0,48.8,1.6,0,0,일
2019-04-29,160118,13,0,52.9,0.9,0,0,월
2019-04-30,178430,15.5,0,52.8,1.6,0,0,화
2019-05-01,180988,16.4,0,48.9,2.3,0,0,수
2019-05-02,185972,17.1,0,28.5,2.3,0,0,목
2019-05-03,214648,17.9,0,37.5,1.6,0,0,금
2019-05-04,224673,19.5,0,40.4,1.7,0,0,토
2019-05-05,184437,19.2,0,35.8,2.2,0,0,일
2019-05-06,166167,14.5,0,27.1,3.1,0,0,월
2019-05-07,151216,15,0,33.4,2.3,0,0,화
2019-05-08,145449,15.6,0,48.3,2.3,0,0,수
2019-05-09,156651,16.6,0,43.3,2.2,0,0,목
2019-05-10,201119,17.8,0,48,1.9,0,0,금
2019-05-11,217045,20.3,0,39,1.8,0,0,토
2019-05-12,155930,21.6,0,36,1.5,0,0,일
2019-05-13,145788,18.7,0,43.4,1.6,0,0,월
2019-05-14,154112,19.6,0,44.5,1.6,0,0,화
2019-05-15,182937,20.7,0,48.1,1.7,0,0,수
2019-05-16,191750,23.5,0,43.8,1.5,0,0,목
2019-05-17,203234,23.6,0,44.9,1.2,0,0,금
2019-05-18,221199,22.8,0,46.8,2.1,0,0,토
2019-05-19,139785,19.4,22,93,1.2,0,0,일
2019-05-20,152536,16.4,8.7,63.6,3.4,0,0,월
2019-05-21,153676,17.2,0,52,2.9,0,0,화
2019-05-22,156421,19.5,0,46,2.4,0,0,수
2019-05-23,160388,22.1,0,45,1.7,0,0,목
2019-05-24,189621,24.2,0,46.4,1.7,0,0,금
2019-05-25,212565,23.4,0,45.6,1.6,0,0,토
2019-05-26,156513,24.5,0,39,1.8,0,0,일
2019-05-27,137221,17.8,7.1,80.9,2.4,0,0,월
2019-05-28,151823,18.1,0,45.9,2.6,0,0,화
2019-05-29,158724,20.3,0,48.4,2,0,0,수
2019-05-30,157122,19.6,0,48,2.4,0,0,목
2019-05-31,182582,19.1,0,49.6,2.8,0,0,금
2019-06-01,204245,18.9,0,60.5,1.9,0,0,토
2019-06-02,142549,21.1,0,42.1,1.7,0,0,일
2019-06-03,142306,23.1,0,42.9,1.8,0,0,월
2019-06-04,145128,22.6,0,56.4,2.2,0,0,화
2019-06-05,168605,23,0,63.8,1.8,0,0,수
2019-06-06,164016,21.2,7.5,75.9,1.2,0,0,목
2019-06-07,172519,20,35.3,77.3,1.9,0,0,금
2019-06-08,199804,21.9,0,57.5,1.4,0,0,토
2019-06-09,129672,21.6,2.5,66.1,1.8,0,0,일
2019-06-10,138403,18.4,9.5,70.3,1.6,0,0,월
2019-06-11,146753,20.5,0,51.1,1.4,0,0,화
2019-06-12,149852,21.5,0,57.1,1.8,0,0,수
2019-06-13,156557,23,0,51.9,1.7,0,0,목
2019-06-14,178616,23,0,54.8,1.8,0,0,금
2019-06-15,199573,21.9,2.1,61.5,2.4,0,0,토
2019-06-16,138826,22,0,55.4,1.6,0,0,일
2019-06-17,147476,21.7,0,59.1,2.3,0,0,월
2019-06-18,147334,20.8,13.8,78.6,1.5,0,0,화
2019-06-19,155720,21.4,0.2,77.8,1.9,0,0,수
2019-06-20,169426,22.7,0,70.6,1.9,0,0,목
2019-06-21,197831,22.1,0.2,72.9,1.7,0,0,금
2019-06-22,215323,24.2,0,42.3,1.5,0,0,토
2019-06-23,156315,25,0,40.4,1.8,0,0,일
2019-06-24,161666,25.2,0,46.9,2,0,0,월
2019-06-25,163162,25.6,0,49.1,1.6,0,0,화
2019-06-26,162925,25.5,0,52.6,1.3,0,0,수
2019-06-27,166165,25.5,1.4,70.5,1.4,0,0,목
2019-06-28,188692,24.7,0,67.3,1.7,0,0,금
2019-06-29,196107,23.1,1.5,72,1.2,0,0,토
2019-06-30,146676,23.9,0,73.5,2.3,0,0,일
2019-07-01,154658,23.9,0,64.4,2.3,0,0,월
2019-07-02,156858,24.4,0,63.5,2.3,0,0,화
2019-07-03,160643,24.1,0,64.6,1.7,0,0,수
2019-07-04,167863,25.4,0,59.6,1.9,0,0,목
2019-07-05,194680,27.6,0,42.1,1.5,0,0,금
2019-07-06,211156,29.7,0,40.9,1.7,0,0,토
2019-07-07,155220,26.7,0,43.3,2.2,0,0,일
2019-07-08,150498,25.1,0,46.6,2,0,0,월
2019-07-09,162672,25,0,46.4,1.8,0,0,화
2019-07-10,154791,22.7,8.5,64.1,2,0,0,수
2019-07-11,157364,21.9,2.9,76.9,1.3,0,0,목
2019-07-12,185625,23.6,0,65.5,2,0,0,금
2019-07-13,211150,24.9,0,67.3,1.7,0,0,토
2019-07-14,159872,25.9,0,64.6,1.6,0,0,일
2019-07-15,148718,23.8,7.7,80,1.1,0,0,월
2019-07-16,156837,24.7,6.3,79,1.3,0,0,화
2019-07-17,162474,25.6,0.7,73.9,1.2,0,0,수
2019-07-18,168813,26.9,0,65,1.2,0,0,목
2019-07-19,186542,28.6,0,61.3,1.5,0,0,금
2019-07-20,188261,28,1.1,66.9,2.1,0,0,토
2019-07-21,140793,25.1,6.2,87.1,2.2,0,0,일
2019-07-22,155658,26.7,0.1,74.6,2.2,0,0,월
2019-07-23,159450,28.1,0,70.8,1.7,0,0,화
2019-07-24,155599,26.5,1,82.3,1.6,0,0,수
2019-07-25,156228,26.3,9.7,90.1,1.2,0,0,목
2019-07-26,164213,25.1,60,95.3,1.7,0,0,금
2019-07-27,189393,28.4,0.6,76.6,1.3,0,0,토
2019-07-28,130378,26.1,25.6,88.3,2.2,0,0,일
2019-07-29,159960,27.5,0.5,74.5,2.6,0,0,월
2019-07-30,160139,28.1,1.2,75.3,3.4,0,0,화
2019-07-31,152049,25.8,62.3,91.1,2.2,0,0,수
2019-08-01,169816,26.3,26.9,86.4,1.7,0,0,목
2019-08-02,185846,28.4,0,74.6,1.2,0,0,금
2019-08-03,180188,29.4,3,69,1.3,0,0,토
2019-08-04,136399,28.3,8.6,75.9,1.2,0,0,일
2019-08-05,153378,30.5,0,65.5,1.1,0,0,월
2019-08-06,158949,31.6,0,51.4,1.5,0,0,화
2019-08-07,158180,26.9,8,78.1,1.2,0,0,수
2019-08-08,169358,28.9,0,71.4,1.6,0,0,목
2019-08-09,183973,29.8,0,69,1.3,0,0,금
2019-08-10,187664,31.5,0,57.9,1.5,0,0,토
2019-08-11,148714,30.4,6.7,53.6,2.5,0,0,일
2019-08-12,147443,26.6,56.2,91.8,1.3,0,0,월
2019-08-13,167059,29.2,6.4,76.9,1.5,0,0,화
2019-08-14,177174,30.4,0,63.9,1.5,0,0,수
2019-08-15,144901,25.9,16.2,82,1.3,0,0,목
2019-08-16,179502,25.9,0.1,74.5,2.2,0,0,금
2019-08-17,189118,25.9,0,69.5,2.5,0,0,토
2019-08-18,143548,25.6,0,66.5,1.7,0,0,일
2019-08-19,153055,26.3,0,60.6,1.1,0,0,월
2019-08-20,160867,28.2,0,56.3,1.5,0,0,화
2019-08-21,163908,27,1.3,67.3,1.2,0,0,수
2019-08-22,169478,26.9,0,66.5,1.7,0,0,목
2019-08-23,186336,26.2,0,58.4,2.1,0,0,금
2019-08-24,203458,24.1,0,60.9,1.5,0,0,토
2019-08-25,153926,25,0,66.6,1.5,0,0,일
2019-08-26,156439,26.4,0,63.8,1.2,0,0,월
2019-08-27,163315,25.7,20,71.1,1,0,0,화
2019-08-28,168325,26.1,0,66.2,1.9,0,0,수
2019-08-29,159800,23.4,36.9,77.1,2.2,0,0,목
2019-08-30,188158,22.6,0.2,66.3,2.4,0,0,금
2019-08-31,207484,23.5,0,65,1.9,0,0,토
2019-09-01,154178,23.7,0,64,1.4,0,0,일
2019-09-02,151681,24.4,0,56.6,1.6,0,0,월
2019-09-03,156046,24.1,0,67.6,2.3,0,0,화
2019-09-04,151130,22.8,22.7,89,2.5,0,0,수
2019-09-05,148652,23,36.4,91.4,2,0,0,목
2019-09-06,181573,25.3,2.4,79.8,2.1,0,0,금
2019-09-07,111306,25.7,2.8,72.9,6,0,0,토
2019-09-08,148819,24.7,0,76.9,1.9,0,0,일
2019-09-09,146567,25.1,0,74.3,1.7,0,0,월
2019-09-10,142893,23.8,63.2,93.4,2.4,0,0,화
2019-09-11,166055,24.3,7.6,71.4,3.1,0,0,수
2019-09-12,112679,21,3.9,72.3,2.6,0,0,목
2019-09-13,103833,23.3,0.1,60.4,1.7,0,0,금
2019-09-14,151843,22.4,0.3,80,1.2,0,0,토
2019-09-15,140380,24.2,0,70.4,1.7,0,0,일
2019-09-16,143891,24.5,0,53,2.1,0,0,월
2019-09-17,150818,23.5,0,41.6,2.1,0,0,화
2019-09-18,155312,21,0,46,3.1,0,0,수
2019-09-19,161155,19.5,0,46.5,1.9,0,0,목
2019-09-20,192445,19.6,0,52.8,2.1,0,0,금
2019-09-21,218445,19.6,0,60.3,2,0,0,토
2019-09-22,140940,18.6,0.4,63.4,3.8,0,0,일
2019-09-23,151632,20,0,51.1,2.2,0,0,월
2019-09-24,154406,19.8,0,61.3,1.8,0,0,화
2019-09-25,156333,20.9,0,64.4,1.4,0,0,수
2019-09-26,158243,22.9,0,59.3,1.9,0,0,목
2019-09-27,182405,22.9,0,57.5,1.9,0,0,금
2019-09-28,205320,23.7,0,58.9,1.7,0,0,토
2019-09-29,147370,22.6,0,60.6,1.7,0,0,일
2019-09-30,144433,22.4,0,61,1.6,0,0,월
2019-10-01,152879,23.1,0,67.1,1.8,0,0,화
2019-10-02,165607,21.6,23.1,88,3,0,0,수
2019-10-03,172531,22.4,4.6,73.4,2.8,0,0,목
2019-10-04,202417,22.4,0,71.5,2.1,0,0,금
2019-10-05,220375,18.7,0.6,72.6,2.9,0,0,토
2019-10-06,153923,18.1,0,53.4,2.9,0,0,일
2019-10-07,135929,14.8,25.4,92,1.8,0,0,월
2019-10-08,170076,14.7,0,58.8,2.6,0,0,화
2019-10-09,171210,13.6,0,48.3,1.7,0,0,수
2019-10-10,154236,15.2,0,60.9,1.3,0,0,목
2019-10-11,185085,18.8,0,60,1.9,0,0,금
2019-10-12,207834,17.9,0,49.3,3.5,0,0,토
2019-10-13,152885,17.2,0,52.6,1.9,0,0,일
2019-10-14,144090,14.4,0,56.9,2.5,0,0,월
2019-10-15,150042,14.5,0,55.6,1.6,0,0,화
2019-10-16,149337,14.6,0,58.3,1.6,0,0,수
2019-10-17,155828,15.4,0,56,1.7,0,0,목
2019-10-18,179873,17,0,58.3,2.4,0,0,금
2019-10-19,205588,17,0,63.8,1.8,0,0,토
2019-10-20,149674,16.5,0,70.3,1.3,0,0,일
2019-10-21,145337,17.1,0,61,1,0,0,월
2019-10-22,150371,18.1,0,56.1,1.6,0,0,화
2019-10-23,154384,17,0,57.3,2.4,0,0,수
2019-10-24,162967,18.3,0,47.6,2.7,0,0,목
2019-10-25,202329,16.7,0,58,2.4,0,0,금
2019-10-26,238472,10,0,60,2.5,0,0,토
2019-10-27,176290,11,0,59,1.6,0,0,일
2019-10-28,160500,12.9,1.7,65.9,2.5,0,0,월
2019-10-29,158353,12.5,0.1,61,2.3,0,0,화
2019-10-30,163071,11.2,0,60.3,1.6,0,0,수
2019-10-31,170387,14.8,0,73.8,2.3,0,0,목
2019-11-01,190843,14.9,0,57.9,1.8,0,0,금
2019-11-02,216406,13.6,0,57.3,1.5,0,0,토
2019-11-03,154754,14.7,0,57.8,2.1,0,0,일
2019-11-04,147068,13.8,0,57.8,2.1,0,0,월
2019-11-05,148660,12.4,0,65.1,1.6,0,0,화
2019-11-06,153773,11,0,63.6,1.8,0,0,수
2019-11-07,158120,9.2,0,42.8,2.7,0,0,목
2019-11-08,189309,6.8,0,31.4,1.9,0,0,금
2019-11-09,213325,9.5,0,41.4,1.6,0,0,토
2019-11-10,146726,10,11.8,59.6,2.1,0,0,일
2019-11-11,146696,11.2,1.1,71.6,2.4,0,0,월
2019-11-12,146412,9.3,0,63.6,1.4,0,0,화
2019-11-13,146512,7.2,7.5,72.3,2.8,0,0,수
2019-11-14,162092,1.3,0,30.6,2.9,0,0,목
2019-11-15,178301,5.6,18.8,87.4,2,0,0,금
2019-11-16,214610,6.8,0,81.3,1.6,0,0,토
2019-11-17,134320,8.3,21.1,79.4,3.1,0,0,일
2019-11-18,150773,4.6,14.7,59.8,3.9,0,0,월
2019-11-19,149670,0.2,0,48,2.8,0,0,화
2019-11-20,152025,0.5,0,35.5,1.8,0,0,수
2019-11-21,158342,4.2,0,37.4,1.9,0,0,목
2019-11-22,190071,9.7,0,34.1,2.1,0,0,금
2019-11-23,210601,12.1,0,52,1.8,0,0,토
2019-11-24,142916,9.8,3.8,74.6,2.2,0,0,일
2019-11-25,147344,1.9,0,62.1,2.7,0,0,월
2019-11-26,152813,6.6,0,64,2,0,0,화
2019-11-27,157444,3.1,0,50.8,2.7,0,0,수
2019-11-28,161018,3.5,0,52.4,2,0,0,목
2019-11-29,187629,1.5,0,42.8,2,0,0,금
2019-11-30,212938,4.1,0,42.6,1.7,0,0,토
2019-12-01,135897,4.6,3.3,79.4,1.6,0,0,일
2019-12-02,146722,-0.1,0,48,3.1,0,0,월
2019-12-03,148354,0.5,0.6,61.3,1.6,0,0,화
2019-12-04,148914,2,0,41.6,1.8,0,0,수
2019-12-05,156165,-4.4,0,31.9,3.2,0,0,목
2019-12-06,176493,-5.9,0,34.5,1.7,0,0,금
2019-12-07,202658,-2.4,0.1,65,1.7,0,0,토
2019-12-08,143368,-0.9,0,65.1,1.4,0,0,일
2019-12-09,142389,3.2,0,56.8,2.5,0,0,월
2019-12-10,149057,8.1,1.7,82.3,1.2,0,0,화
2019-12-11,155754,6.3,0.2,62,3.4,0,0,수
2019-12-12,163723,-0.7,0,45.4,1.8,0,0,목
2019-12-13,194415,2.1,1,53.6,2,0,0,금
2019-12-14,223118,2.7,0,58.3,2.3,0,0,토
2019-12-15,154386,5.3,0,52.5,2,0,0,일
2019-12-16,153705,7.8,0,58.9,1.9,0,0,월
2019-12-17,156600,7.7,9.8,81.4,2.3,0,0,화
2019-12-18,167584,0.8,0,64.6,2.5,0,0,수
2019-12-19,178469,-0.8,0,47.8,2.4,0,0,목
2019-12-20,206238,-1.1,0,45.3,2.3,0,0,금
2019-12-21,230524,-1.2,0.6,68.1,1.7,0,0,토
2019-12-22,175272,4.1,0.3,63.4,1.7,0,0,일
2019-12-23,186047,3.4,2.9,80.4,2,0,0,월
2019-12-24,219542,0.8,0,67.9,1.4,0,0,화
2019-12-25,220328,2,0,60.8,1,0,0,수
2019-12-26,191389,2,0.3,59,2.4,0,0,목
2019-12-27,206165,-1.7,0,45.4,2.1,0,0,금
2019-12-28,220216,1.1,0,47.6,2,0,0,토
2019-12-29,170966,3.8,1.4,52.5,2.9,0,0,일
2019-12-30,189345,2.7,0.4,70.3,2.9,0,0,월
2019-12-31,194456,-7.9,0,39.3,3.1,0,0,화
2020-01-01,131164,-2.2,0.1,64.4,0.6,0,0,수
2020-01-02,165133,1,0,65.4,1.2,0,0,목
2020-01-03,188757,-0.1,0,56.9,1.7,0,0,금
2020-01-04,193445,1.2,0,50.8,1.9,0,0,토
2020-01-05,140573,1.3,0,45.6,1.1,0,0,일
2020-01-06,146874,3.1,1.8,65.4,3.1,0,0,월
2020-01-07,139616,6.3,46.3,95,4,0,0,화
2020-01-08,154702,2.4,11.6,86.1,3.3,0,0,수
2020-01-09,160690,-1.2,0,65.3,2.3,0,0,목
2020-01-10,178723,-0.6,0,62.9,1.5,0,0,금
2020-01-11,206698,-0.1,0,60.9,1.9,0,0,토
2020-01-12,154264,-1,0,61.5,2.4,0,0,일
2020-01-13,151296,-2.9,0,51,2.3,0,0,월
2020-01-14,158000,-2.3,0,45.3,1.6,0,0,화
2020-01-15,160304,-2.7,0,44.8,1.9,0,0,수
2020-01-16,166293,-1.7,0,43,1.6,0,0,목
2020-01-17,184865,-0.6,0,43.9,1.5,0,0,금
2020-01-18,207894,0.3,0,48.1,1.8,0,0,토
2020-01-19,150052,1.9,0.6,62.8,2.2,0,0,일
2020-01-20,156340,0.7,0,46.8,2.5,0,0,월
2020-01-21,156757,-0.4,0,36.9,1.4,0,0,화
2020-01-22,159495,3,0,36,1.7,0,0,수
2020-01-23,158563,4.6,0,49.3,2,0,0,목
2020-01-24,97577,2.8,0,63,1.7,0,0,금
2020-01-25,80844,4.3,0,63.1,1.5,0,0,토
2020-01-26,121281,5.5,0,56.3,2.7,0,0,일
2020-01-27,121663,5.9,0.1,48.1,4.6,0,0,월
2020-01-28,139897,6.8,0,49.4,2.6,0,0,화
2020-01-29,140802,6,0,46.4,2.1,0,0,수
2020-01-30,144606,5.2,0,47,1.8,0,0,목
2020-01-31,150526,3.9,0,59.6,2.3,0,0,금
2020-02-01,147978,2.6,0,66.6,1.7,0,0,토
2020-02-02,108525,1.5,0,52.3,1.8,0,0,일
2020-02-03,125584,-0.4,0,43.6,3.1,0,0,월
2020-02-04,128879,-1.6,1.7,50.3,2.8,0,0,화
2020-02-05,129085,-8.3,0,37.3,3.3,2,0,수
2020-02-06,129385,-6.4,0,36.4,1.9,2,0,목
2020-02-07,141766,-1.7,0,45.1,2,0,0,금
2020-02-08,143265,-0.1,0,48.1,3,0,0,토
2020-02-09,110929,-0.5,0,51.1,2,0,0,일
2020-02-10,132682,4,0,49.4,1.7,0,0,월
2020-02-11,136814,6.8,0,37,1.6,0,0,화
2020-02-12,128888,7.4,6.7,73.4,2.2,0,0,수
2020-02-13,145375,6.5,0,84.8,1.7,0,0,목
2020-02-14,163810,8.1,0,70.3,1.2,0,0,금
2020-02-15,164745,9.8,2,63,2.7,0,0,토
2020-02-16,116890,-1.4,13.4,81.1,4,2,0,일
2020-02-17,133319,-5.9,1,64.3,3.4,0,0,월
2020-02-18,142786,-4.1,0,44,2.3,0,0,화
2020-02-19,142476,1,0,56.8,1.5,2,0,수
2020-02-20,141948,4.6,0,62.6,1.7,5,0,목
2020-02-21,140544,6.7,4.2,66.3,2.2,2,0,금
2020-02-22,122781,4,3.1,62,4,3,0,토
2020-02-23,88400,2.5,0,48.6,2,4,0,일
2020-02-24,98028,7,0,51.8,1.6,7,0,월
2020-02-25,88421,6.7,16.6,73.5,4.2,8,0,화
2020-02-26,91770,6.4,0,59.6,2.1,10,0,수
2020-02-27,87159,6.1,0,54,2,7,0,목
2020-02-28,81437,4.5,3.9,79.4,1.4,12,0,금
2020-02-29,67605,7.7,0.5,68.6,1.7,8,0,토
2020-03-01,45197,5.8,0.2,71.8,2,9,0,일
2020-03-02,73330,3.4,0,55.3,2.7,7,0,월
2020-03-03,75311,4.8,0,57,2.6,0,0,화
2020-03-04,77080,2.2,0,53.4,3.7,5,0,수
2020-03-05,79513,1.4,0,47.5,2.5,2,0,목
2020-03-06,87321,3.7,0,46.8,1.6,3,0,금
2020-03-07,77388,7,0,39.5,2,12,0,토
2020-03-08,56536,9.3,0,43.8,1.6,10,0,일
2020-03-09,80536,11.1,0,37.6,1.8,11,0,월
2020-03-10,75737,6.4,11.8,78.4,2.8,53,0,화
2020-03-11,83982,3.8,0,41.8,3.3,19,0,수
2020-03-12,82587,6.8,0,49.8,2.5,12,0,목
2020-03-13,91857,4.9,0.5,41,3.3,13,0,금
2020-03-14,84333,3.6,0,48.1,3,9,0,토
2020-03-15,57469,4,0,48.3,3.6,6,0,일
2020-03-16,77207,3.6,0,42.4,2.8,12,0,월
2020-03-17,78282,6.6,0,65.8,2.1,5,0,화
2020-03-18,84361,10,0,45.8,1.8,12,0,수
2020-03-19,79663,9.1,0,49,4.8,17,0,목
2020-03-20,98659,8.8,0,39.6,3.1,15,0,금
2020-03-21,87994,12.8,0,56.5,2,10,0,토
2020-03-22,62490,11,0,37.5,3,6,0,일
2020-03-23,80452,10.6,0,37.9,1.9,4,0,월
2020-03-24,81775,11.4,0,35,1.8,13,0,화
2020-03-25,85688,12.5,0,33.6,1.9,13,0,수
2020-03-26,81992,14.8,1.8,53.8,1.9,12,0,목
2020-03-27,95694,11.9,2,56.4,3.3,18,0,금
2020-03-28,87481,7.7,0,17.9,3.2,20,0,토
2020-03-29,59857,8.7,0,30.6,2,16,0,일
2020-03-30,79905,10.2,0,38.4,1.8,24,0,월
2020-03-31,81443,11.9,0,34.5,2,24,0,화
2020-04-01,85033,11.3,0,35.6,3.7,14,0,수
2020-04-02,84343,9.3,0,41.4,2.3,18,0,목
2020-04-03,96702,10,0,53.8,2.7,22,0,금
2020-04-04,89179,8.9,0,36.4,3.4,24,0,토
2020-04-05,61541,7.2,0,29.5,2.8,11,0,일
2020-04-06,82879,9.3,0,38.3,2.4,4,0,월
2020-04-07,83927,10.6,0,56.6,2.5,11,1,화
2020-04-08,87338,9.4,0,25.5,3.5,12,1,수
2020-04-09,87875,8.9,0,44.6,2.8,5,0,목
2020-04-10,99982,10.7,0,52.6,2.4,4,0,금
2020-04-11,93362,9.9,0,63.8,2.5,3,0,토
